===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.01 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 9.999 us
us,seq,i3,i4,i5,vrail,i7,i8
3669.8,170,0.0351,0.0322,0.0423,0.0183,0.0219,0.0368
3679.8,171,0.0397,0.0368,0.0423,0.0183,0.0219,0.0383
3689.8,172,0.0412,0.0383,0.0408,0.0165,0.0219,0.0429
3699.8,173,0.0382,0.0399,0.0408,0.0183,0.0250,0.0520
3709.8,174,0.0382,0.0444,0.0423,0.0183,0.0234,0.0474
3719.8,175,0.0382,0.0460,0.0423,0.0183,0.0250,0.0413
3729.8,176,0.0351,0.0399,0.0392,0.0183,0.0250,0.0337
3739.8,177,0.0321,0.0322,0.0286,0.0174,0.0265,0.0276
3749.8,178,0.0290,0.0277,0.0225,0.0174,0.0250,0.0230
3759.8,179,0.0260,0.0231,0.0209,0.0183,0.0250,0.0215
3769.8,180,0.0260,0.0215,0.0240,0.0183,0.0234,0.0184
3779.8,181,0.0229,0.0200,0.0255,0.0183,0.0265,0.0184
3789.8,182,0.0229,0.0139,0.0225,0.0183,0.0265,0.0169
3799.8,183,0.0153,0.0078,0.0164,0.0174,0.0234,0.0139
3809.8,184,0.0138,0.0048,0.0072,0.0174,0.0234,0.0154
3819.8,185,0.0107,0.0048,-0.0004,0.0183,0.0250,0.0123
3829.8,186,0.0092,0.0002,0.0011,0.0183,0.0250,0.0078
3839.8,187,0.0061,0.0002,0.0041,0.0183,0.0219,0.0032
3849.8,188,0.0046,0.0017,0.0087,0.0174,0.0219,-0.0044
3859.8,189,0.0077,0.0048,0.0057,0.0183,0.0234,-0.0014
3869.8,190,0.0122,0.0170,0.0057,0.0183,0.0219,0.0047
3879.8,191,0.0107,0.0200,0.0103,0.0174,0.0219,0.0078
3889.8,192,0.0168,0.0231,0.0072,0.0174,0.0234,0.0108
3899.8,193,0.0168,0.0231,0.0164,0.0165,0.0204,0.0169
3909.8,194,0.0244,0.0277,0.0225,0.0174,0.0219,0.0230
3919.8,195,0.0305,0.0353,0.0286,0.0174,0.0219,0.0337
3929.8,196,0.0305,0.0353,0.0347,0.0183,0.0234,0.0398
3939.8,197,0.0366,0.0368,0.0362,0.0174,0.0250,0.0429
3949.8,198,0.0382,0.0414,0.0438,0.0174,0.0250,0.0459
3959.8,199,0.0412,0.0460,0.0530,0.0174,0.0250,0.0505
3969.8,200,0.0504,0.0521,0.0530,0.0174,0.0250,0.0551
3979.8,201,0.0534,0.0597,0.0545,0.0174,0.0265,0.0596
3989.8,202,0.0504,0.0643,0.0560,0.0183,0.0280,0.0581
3999.8,203,0.0519,0.0612,0.0606,0.0191,0.0295,0.0551
4009.8,204,0.0565,0.0627,0.0621,0.0174,0.0311,0.0551
4019.8,205,0.0565,0.0627,0.0576,0.0174,0.0295,0.0627
4029.8,206,0.0611,0.0612,0.0560,0.0191,0.0326,0.0627
4039.8,207,0.0595,0.0597,0.0576,0.0183,0.0326,0.0581
4049.8,208,0.0626,0.0597,0.0591,0.0174,0.0326,0.0612
4059.8,209,0.0626,0.0643,0.0576,0.0183,0.0326,0.0658
4069.8,210,0.0656,0.0597,0.0530,0.0191,0.0372,0.0612
4079.8,211,0.0672,0.0536,0.0530,0.0183,0.0372,0.0596
4089.8,212,0.0641,0.0551,0.0545,0.0191,0.0341,0.0566
4099.8,213,0.0565,0.0521,0.0499,0.0174,0.0341,0.0535
4109.8,214,0.0489,0.0460,0.0484,0.0183,0.0372,0.0490
4119.8,215,0.0489,0.0429,0.0423,0.0174,0.0387,0.0368
4129.8,216,0.0458,0.0399,0.0362,0.0174,0.0402,0.0398
4139.8,217,0.0443,0.0383,0.0301,0.0174,0.0387,0.0398
4149.8,218,0.0427,0.0399,0.0316,0.0183,0.0387,0.0398
4159.8,219,0.0427,0.0444,0.0362,0.0183,0.0372,0.0337
4169.8,220,0.0382,0.0383,0.0377,0.0174,0.0387,0.0307
4179.8,221,0.0351,0.0322,0.0286,0.0183,0.0372,0.0261
4189.8,222,0.0321,0.0292,0.0270,0.0183,0.0356,0.0230
4199.8,223,0.0305,0.0246,0.0270,0.0174,0.0372,0.0215
4209.8,224,0.0244,0.0246,0.0255,0.0174,0.0387,0.0215
4219.8,225,0.0229,0.0246,0.0255,0.0174,0.0372,0.0200
4229.8,226,0.0199,0.0170,0.0209,0.0165,0.0356,0.0169
4239.8,227,0.0229,0.0078,0.0164,0.0174,0.0356,0.0139
4249.8,228,0.0199,0.0048,0.0148,0.0174,0.0372,0.0108
4259.8,229,0.0122,0.0048,0.0148,0.0174,0.0356,0.0078
4269.8,230,0.0122,0.0032,0.0103,0.0174,0.0356,0.0078
4279.8,231,0.0092,0.0048,0.0103,0.0174,0.0326,0.0017
4289.8,232,0.0092,0.0093,0.0103,0.0174,0.0326,0.0093
4299.8,233,0.0092,0.0139,0.0118,0.0165,0.0311,0.0093
4309.8,234,0.0061,0.0154,0.0103,0.0174,0.0311,0.0093
4319.8,235,0.0031,0.0139,0.0118,0.0174,0.0311,0.0001
4329.8,236,0.0031,0.0139,0.0103,0.0183,0.0311,-0.0014
4339.8,237,0.0046,0.0170,0.0087,0.0183,0.0295,0.0062
4349.8,238,0.0092,0.0124,0.0087,0.0174,0.0295,0.0108
4359.8,239,0.0046,0.0109,0.0103,0.0174,0.0280,0.0139
4369.8,240,0.0138,0.0109,0.0133,0.0183,0.0295,0.0093
4379.8,241,0.0107,0.0124,0.0103,0.0183,0.0311,0.0062
4389.8,242,0.0122,0.0093,0.0057,0.0183,0.0295,0.0032
4399.8,243,0.0122,0.0063,0.0057,0.0165,0.0295,-0.0029
4409.8,244,0.0092,0.0002,0.0026,0.0183,0.0280,-0.0044
4419.8,245,0.0031,-0.0029,0.0026,0.0191,0.0265,-0.0029
4429.8,246,-0.0046,-0.0044,-0.0004,0.0183,0.0265,-0.0044
4439.8,247,-0.0091,-0.0013,-0.0050,0.0183,0.0280,-0.0075
4449.8,248,-0.0107,-0.0090,-0.0035,0.0183,0.0250,-0.0121
4459.8,249,-0.0046,-0.0074,-0.0081,0.0183,0.0234,-0.0166
4469.8,250,-0.0046,-0.0135,-0.0142,0.0174,0.0234,-0.0136
4479.8,251,-0.0152,-0.0151,-0.0172,0.0191,0.0219,-0.0136
4489.8,252,-0.0229,-0.0242,-0.0248,0.0183,0.0234,-0.0151
4499.8,253,-0.0229,-0.0273,-0.0233,0.0174,0.0189,-0.0182
4509.8,254,-0.0229,-0.0303,-0.0248,0.0174,0.0189,-0.0227
4519.8,255,-0.0244,-0.0319,-0.0233,0.0183,0.0189,-0.0243
4529.8,0,-0.0274,-0.0349,-0.0325,0.0183,0.0173,-0.0304
4539.8,1,-0.0320,-0.0380,-0.0416,0.0183,0.0158,-0.0350
4549.8,2,-0.0335,-0.0380,-0.0401,0.0183,0.0158,-0.0395
4559.8,3,-0.0335,-0.0425,-0.0371,0.0183,0.0128,-0.0395
4569.8,4,-0.0335,-0.0441,-0.0401,0.0183,0.0112,-0.0395
4579.8,5,-0.0320,-0.0456,-0.0432,0.0183,0.0128,-0.0426
4589.8,6,-0.0320,-0.0517,-0.0447,0.0191,0.0097,-0.0395
4599.8,7,-0.0366,-0.0547,-0.0447,0.0183,0.0097,-0.0472
4609.8,8,-0.0366,-0.0425,-0.0416,0.0183,0.0097,-0.0426
4619.8,9,-0.0351,-0.0334,-0.0325,0.0174,0.0082,-0.0426
4629.8,10,-0.0366,-0.0303,-0.0340,0.0174,0.0066,-0.0365
4639.8,11,-0.0366,-0.0273,-0.0355,0.0174,0.0066,-0.0319
4649.8,12,-0.0335,-0.0273,-0.0355,0.0174,0.0036,-0.0304
4659.8,13,-0.0305,-0.0319,-0.0340,0.0174,0.0036,-0.0289
4669.8,14,-0.0274,-0.0319,-0.0325,0.0183,0.0036,-0.0258
4679.8,15,-0.0229,-0.0319,-0.0264,0.0183,0.0021,-0.0212
4689.8,16,-0.0213,-0.0288,-0.0218,0.0191,0.0021,-0.0227
4699.8,17,-0.0183,-0.0258,-0.0233,0.0183,0.0021,-0.0182
4709.8,18,-0.0183,-0.0212,-0.0187,0.0165,0.0021,-0.0182
4719.8,19,-0.0137,-0.0135,-0.0157,0.0183,0.0005,-0.0166
4729.8,20,-0.0061,-0.0135,-0.0157,0.0191,0.0005,-0.0075
4739.8,21,0.0000,-0.0120,-0.0111,0.0183,0.0005,-0.0090
4749.8,22,0.0107,-0.0029,-0.0035,0.0183,0.0005,0.0017
4759.8,23,0.0214,0.0139,0.0164,0.0183,0.0021,0.0169
4769.8,24,0.0336,0.0368,0.0331,0.0174,0.0036,0.0352
4779.8,25,0.0519,0.0566,0.0484,0.0183,0.0036,0.0535
4789.8,26,0.0641,0.0704,0.0606,0.0191,0.0051,0.0703
4799.7,27,0.0794,0.0841,0.0804,0.0183,0.0066,0.0795
4809.7,28,0.0931,0.0948,0.0957,0.0174,0.0097,0.0947
4819.7,29,0.1038,0.1055,0.1094,0.0191,0.0143,0.1115
4829.7,30,0.1084,0.1100,0.1171,0.0174,0.0158,0.1192
4839.7,31,0.1099,0.1116,0.1201,0.0183,0.0173,0.1146
4849.7,32,0.1175,0.1162,0.1186,0.0183,0.0204,0.1131
4859.7,33,0.1084,0.1085,0.1201,0.0191,0.0234,0.1115
4869.7,34,0.1099,0.1039,0.1125,0.0183,0.0250,0.1069
4879.7,35,0.1023,0.0994,0.1064,0.0183,0.0295,0.0993
4889.7,36,0.0977,0.0963,0.1033,0.0191,0.0280,0.0963
4899.7,37,0.0946,0.0948,0.0988,0.0183,0.0295,0.0963
4909.7,38,0.0977,0.0933,0.0988,0.0174,0.0311,0.0947
4919.7,39,0.0962,0.0917,0.1003,0.0183,0.0326,0.0963
4929.7,40,0.0977,0.0963,0.1079,0.0200,0.0356,0.0978
4939.7,41,0.0962,0.0933,0.1049,0.0183,0.0387,0.0993
4949.7,42,0.0931,0.0948,0.1033,0.0191,0.0417,0.0978
4959.7,43,0.0946,0.0978,0.0988,0.0183,0.0402,0.0978
4969.7,44,0.0946,0.0948,0.0926,0.0183,0.0387,0.0978
4979.7,45,0.0946,0.0902,0.0926,0.0183,0.0417,0.0963
4989.7,46,0.0962,0.0872,0.0881,0.0191,0.0448,0.0932
4999.7,47,0.0977,0.0917,0.0804,0.0200,0.0463,0.0917
5009.7,48,0.0946,0.0872,0.0804,0.0183,0.0448,0.0856
5019.7,49,0.0901,0.0887,0.0774,0.0183,0.0463,0.0780
5029.7,50,0.0839,0.0856,0.0698,0.0183,0.0478,0.0764
5039.7,51,0.0885,0.0811,0.0682,0.0183,0.0494,0.0780
5049.7,52,0.0855,0.0765,0.0759,0.0183,0.0494,0.0795
5059.7,53,0.0824,0.0750,0.0804,0.0183,0.0509,0.0764
5069.7,54,0.0748,0.0734,0.0759,0.0191,0.0539,0.0703
5079.7,55,0.0733,0.0689,0.0759,0.0174,0.0524,0.0673
5089.7,56,0.0702,0.0658,0.0667,0.0174,0.0539,0.0673
5099.7,57,0.0717,0.0719,0.0637,0.0183,0.0539,0.0719
5109.7,58,0.0733,0.0795,0.0652,0.0183,0.0524,0.0764
5119.7,59,0.0748,0.0795,0.0667,0.0191,0.0524,0.0795
5129.7,60,0.0763,0.0750,0.0713,0.0183,0.0555,0.0810
5139.7,61,0.0794,0.0765,0.0743,0.0191,0.0570,0.0886
5149.7,62,0.0733,0.0780,0.0743,0.0183,0.0570,0.0871
5159.7,63,0.0687,0.0795,0.0789,0.0183,0.0570,0.0856
5169.7,64,0.0763,0.0826,0.0804,0.0174,0.0585,0.0810
5179.7,65,0.0824,0.0826,0.0820,0.0174,0.0585,0.0841
5189.7,66,0.0824,0.0856,0.0926,0.0183,0.0601,0.0841
5199.7,67,0.0855,0.0887,0.1003,0.0174,0.0601,0.0917
5209.7,68,0.0855,0.0933,0.0988,0.0183,0.0601,0.0932
5219.7,69,0.0855,0.0917,0.0988,0.0174,0.0631,0.0902
5229.7,70,0.0870,0.0917,0.1018,0.0174,0.0631,0.0886
5239.7,71,0.0870,0.0917,0.1003,0.0183,0.0631,0.0917
5249.7,72,0.0870,0.0948,0.0988,0.0183,0.0631,0.0932
5259.7,73,0.0885,0.0994,0.0972,0.0191,0.0662,0.0902
5269.7,74,0.0931,0.0994,0.0972,0.0183,0.0646,0.0932
5279.7,75,0.0916,0.0994,0.0942,0.0183,0.0662,0.0932
5289.7,76,0.0901,0.0978,0.0911,0.0174,0.0692,0.0932
5299.7,77,0.0885,0.0978,0.0911,0.0183,0.0662,0.0917
5309.7,78,0.0839,0.0948,0.0865,0.0191,0.0707,0.0871
5319.7,79,0.0839,0.0887,0.0881,0.0183,0.0723,0.0825
5329.7,80,0.0763,0.0811,0.0835,0.0183,0.0692,0.0810
5339.7,81,0.0748,0.0719,0.0789,0.0174,0.0692,0.0810
5349.7,82,0.0748,0.0704,0.0713,0.0174,0.0692,0.0810
5359.7,83,0.0748,0.0689,0.0682,0.0183,0.0707,0.0764
5369.7,84,0.0748,0.0689,0.0743,0.0183,0.0677,0.0749
5379.7,85,0.0778,0.0795,0.0789,0.0183,0.0707,0.0810
5389.7,86,0.0794,0.0887,0.0789,0.0183,0.0707,0.0825
5399.7,87,0.0824,0.0917,0.0774,0.0183,0.0723,0.0810
5409.7,88,0.0855,0.0902,0.0804,0.0174,0.0707,0.0871
5419.7,89,0.0839,0.0917,0.0835,0.0183,0.0723,0.0932
5429.7,90,0.0916,0.0872,0.0804,0.0183,0.0738,0.0932
5439.7,91,0.0946,0.0887,0.0865,0.0174,0.0738,0.0932
5449.7,92,0.0946,0.0856,0.0881,0.0183,0.0738,0.0902
5459.7,93,0.0931,0.0856,0.0942,0.0183,0.0753,0.0917
5469.7,94,0.0916,0.0887,0.0957,0.0183,0.0768,0.0871
5479.7,95,0.0931,0.0902,0.1033,0.0174,0.0768,0.0947
5489.7,96,0.0962,0.0948,0.1064,0.0174,0.0799,0.1024
5499.7,97,0.1023,0.0978,0.1064,0.0174,0.0784,0.1039
5509.7,98,0.1099,0.1055,0.1125,0.0174,0.0784,0.1054
5519.7,99,0.1114,0.1116,0.1110,0.0183,0.0784,0.1069
5529.7,100,0.1129,0.1100,0.1110,0.0183,0.0814,0.1100
5539.7,101,0.1053,0.1070,0.1079,0.0183,0.0799,0.1131
5549.7,102,0.0977,0.0994,0.1018,0.0183,0.0799,0.1054
5559.7,103,0.0916,0.0948,0.1003,0.0165,0.0814,0.0902
5569.7,104,0.0901,0.0887,0.0957,0.0174,0.0799,0.0841
5579.7,105,0.0824,0.0780,0.0911,0.0174,0.0829,0.0810
5589.7,106,0.0763,0.0704,0.0804,0.0183,0.0829,0.0749
5599.7,107,0.0672,0.0658,0.0698,0.0183,0.0829,0.0673
5609.7,108,0.0626,0.0643,0.0606,0.0191,0.0799,0.0673
5619.7,109,0.0580,0.0582,0.0545,0.0183,0.0799,0.0581
5629.7,110,0.0519,0.0582,0.0560,0.0165,0.0784,0.0581
5639.7,111,0.0504,0.0566,0.0560,0.0174,0.0784,0.0505
5649.7,112,0.0504,0.0521,0.0499,0.0174,0.0784,0.0429
5659.7,113,0.0473,0.0505,0.0484,0.0183,0.0768,0.0398
5669.7,114,0.0443,0.0505,0.0499,0.0183,0.0753,0.0413
5679.7,115,0.0519,0.0536,0.0453,0.0174,0.0753,0.0520
5689.7,116,0.0611,0.0505,0.0515,0.0165,0.0768,0.0612
5699.7,117,0.0565,0.0490,0.0515,0.0174,0.0753,0.0658
5709.7,118,0.0580,0.0551,0.0560,0.0157,0.0768,0.0642
5719.7,119,0.0565,0.0643,0.0682,0.0174,0.0753,0.0658
5729.7,120,0.0641,0.0719,0.0728,0.0174,0.0753,0.0688
5739.7,121,0.0687,0.0734,0.0682,0.0165,0.0738,0.0764
5749.7,122,0.0763,0.0734,0.0713,0.0174,0.0753,0.0810
5759.7,123,0.0763,0.0719,0.0743,0.0165,0.0753,0.0810
5769.7,124,0.0763,0.0719,0.0713,0.0174,0.0753,0.0825
5779.7,125,0.0809,0.0811,0.0759,0.0165,0.0738,0.0810
5789.7,126,0.0839,0.0872,0.0835,0.0165,0.0768,0.0825
5799.7,127,0.0855,0.0856,0.0926,0.0165,0.0753,0.0856
5809.7,128,0.0931,0.0856,0.0942,0.0174,0.0768,0.0871
5819.7,129,0.0962,0.0826,0.0926,0.0174,0.0768,0.0902
5829.7,130,0.0946,0.0856,0.0942,0.0174,0.0784,0.0932
5839.7,131,0.0901,0.0887,0.0835,0.0174,0.0768,0.0902
5849.7,132,0.0931,0.0902,0.0804,0.0174,0.0799,0.0947
5859.7,133,0.0946,0.0933,0.0865,0.0174,0.0799,0.1008
5869.7,134,0.0946,0.0978,0.0881,0.0174,0.0784,0.1039
5879.7,135,0.0977,0.0994,0.0865,0.0165,0.0814,0.1024
5889.7,136,0.0931,0.1024,0.0820,0.0165,0.0814,0.0978
5899.7,137,0.0931,0.0978,0.0835,0.0165,0.0829,0.0963
5909.7,138,0.0916,0.0978,0.0835,0.0165,0.0829,0.0917
5919.7,139,0.0916,0.0948,0.0865,0.0165,0.0829,0.0886
5929.7,140,0.0946,0.0902,0.0896,0.0165,0.0814,0.0841
5939.7,141,0.0916,0.0978,0.0881,0.0183,0.0845,0.0856
5949.7,142,0.0839,0.0902,0.0835,0.0183,0.0860,0.0856
5959.7,143,0.0824,0.0826,0.0759,0.0183,0.0829,0.0810
5969.7,144,0.0748,0.0704,0.0698,0.0165,0.0829,0.0734
5979.7,145,0.0702,0.0658,0.0698,0.0174,0.0829,0.0627
5989.7,146,0.0641,0.0643,0.0682,0.0174,0.0814,0.0612
5999.7,147,0.0611,0.0566,0.0591,0.0174,0.0799,0.0596
6009.7,148,0.0611,0.0505,0.0484,0.0174,0.0814,0.0581
6019.7,149,0.0565,0.0505,0.0484,0.0183,0.0814,0.0581
6029.7,150,0.0580,0.0505,0.0515,0.0165,0.0814,0.0520
6039.7,151,0.0550,0.0429,0.0499,0.0165,0.0784,0.0551
6049.7,152,0.0550,0.0460,0.0530,0.0165,0.0784,0.0535
6059.7,153,0.0550,0.0490,0.0545,0.0165,0.0753,0.0490
6069.7,154,0.0550,0.0505,0.0530,0.0174,0.0768,0.0444
6079.7,155,0.0534,0.0521,0.0530,0.0165,0.0784,0.0413
6089.7,156,0.0519,0.0505,0.0545,0.0165,0.0768,0.0474
6099.7,157,0.0519,0.0505,0.0530,0.0174,0.0753,0.0490
6109.7,158,0.0504,0.0536,0.0530,0.0174,0.0738,0.0535
6119.7,159,0.0519,0.0536,0.0530,0.0165,0.0738,0.0581
6129.7,160,0.0534,0.0505,0.0499,0.0174,0.0738,0.0566
6139.7,161,0.0550,0.0521,0.0515,0.0165,0.0753,0.0520
6149.7,162,0.0565,0.0505,0.0453,0.0174,0.0738,0.0490
6159.7,163,0.0565,0.0490,0.0484,0.0174,0.0738,0.0490
6169.7,164,0.0550,0.0490,0.0576,0.0183,0.0723,0.0490
6179.7,165,0.0534,0.0536,0.0560,0.0183,0.0707,0.0520
6189.7,166,0.0550,0.0582,0.0515,0.0183,0.0707,0.0566
6199.7,167,0.0504,0.0582,0.0453,0.0165,0.0707,0.0520
6209.7,168,0.0458,0.0536,0.0438,0.0165,0.0707,0.0444
6219.7,169,0.0443,0.0505,0.0438,0.0165,0.0707,0.0429
6229.7,170,0.0458,0.0444,0.0453,0.0165,0.0692,0.0383
6239.7,171,0.0458,0.0444,0.0438,0.0157,0.0677,0.0398
6249.7,172,0.0397,0.0383,0.0362,0.0174,0.0692,0.0429
6259.7,173,0.0397,0.0368,0.0331,0.0165,0.0692,0.0398
6269.7,174,0.0351,0.0368,0.0331,0.0165,0.0662,0.0368
6279.7,175,0.0336,0.0322,0.0316,0.0174,0.0662,0.0307
6289.7,176,0.0336,0.0277,0.0240,0.0165,0.0646,0.0276
6299.7,177,0.0351,0.0277,0.0225,0.0174,0.0662,0.0291
6309.7,178,0.0290,0.0215,0.0270,0.0174,0.0631,0.0276
6319.7,179,0.0244,0.0215,0.0240,0.0174,0.0631,0.0276
6329.7,180,0.0229,0.0215,0.0255,0.0174,0.0616,0.0261
6339.7,181,0.0183,0.0215,0.0194,0.0165,0.0601,0.0261
6349.7,182,0.0168,0.0200,0.0179,0.0165,0.0616,0.0246
6359.7,183,0.0153,0.0139,0.0148,0.0174,0.0601,0.0184
6369.7,184,0.0138,0.0109,0.0148,0.0174,0.0585,0.0093
6379.7,185,0.0168,0.0078,0.0133,0.0165,0.0570,0.0108
6389.7,186,0.0168,0.0109,0.0118,0.0165,0.0555,0.0123
6399.7,187,0.0168,0.0124,0.0133,0.0157,0.0539,0.0200
6409.7,188,0.0183,0.0170,0.0148,0.0174,0.0539,0.0276
6419.7,189,0.0138,0.0185,0.0194,0.0165,0.0539,0.0246
6429.7,190,0.0138,0.0170,0.0225,0.0174,0.0539,0.0184
6439.7,191,0.0229,0.0109,0.0240,0.0174,0.0555,0.0184
6449.7,192,0.0229,0.0154,0.0225,0.0174,0.0509,0.0169
6459.7,193,0.0168,0.0139,0.0194,0.0165,0.0509,0.0215
6469.7,194,0.0153,0.0185,0.0209,0.0165,0.0509,0.0200
6479.7,195,0.0153,0.0277,0.0194,0.0157,0.0509,0.0200
6489.7,196,0.0199,0.0292,0.0179,0.0165,0.0478,0.0200
6499.7,197,0.0229,0.0277,0.0209,0.0183,0.0478,0.0200
6509.7,198,0.0214,0.0277,0.0270,0.0174,0.0478,0.0246
6519.7,199,0.0214,0.0246,0.0270,0.0183,0.0478,0.0261
6529.7,200,0.0275,0.0215,0.0225,0.0174,0.0478,0.0246
6539.7,201,0.0275,0.0154,0.0240,0.0183,0.0494,0.0215
6549.7,202,0.0229,0.0109,0.0209,0.0165,0.0463,0.0184
6559.7,203,0.0199,0.0139,0.0164,0.0174,0.0448,0.0108
6569.7,204,0.0138,0.0185,0.0103,0.0174,0.0448,0.0108
6579.7,205,0.0092,0.0200,0.0103,0.0157,0.0463,0.0108
6589.7,206,0.0138,0.0170,0.0011,0.0174,0.0417,0.0108
6599.7,207,0.0107,0.0124,0.0011,0.0157,0.0417,0.0123
6609.7,208,0.0077,0.0093,-0.0035,0.0174,0.0433,0.0108
6619.7,209,0.0031,0.0078,0.0041,0.0174,0.0402,0.0078
6629.7,210,0.0015,0.0093,0.0026,0.0174,0.0402,0.0047
6639.7,211,0.0077,0.0032,0.0026,0.0174,0.0372,0.0047
6649.7,212,0.0077,-0.0013,-0.0004,0.0165,0.0387,0.0062
6659.7,213,0.0031,0.0032,-0.0004,0.0183,0.0387,0.0108
6669.7,214,0.0031,0.0017,-0.0065,0.0174,0.0372,0.0139
6679.7,215,0.0031,0.0017,0.0026,0.0165,0.0372,0.0123
6689.7,216,0.0046,-0.0029,0.0041,0.0165,0.0372,0.0062
6699.7,217,0.0046,-0.0029,0.0026,0.0174,0.0356,0.0062
6709.7,218,0.0077,0.0017,0.0057,0.0174,0.0356,0.0062
6719.6,219,0.0092,0.0017,0.0087,0.0165,0.0341,0.0032
6729.6,220,0.0061,0.0017,0.0087,0.0174,0.0341,0.0047
6739.6,221,0.0061,-0.0029,0.0072,0.0183,0.0326,0.0062
6749.6,222,0.0061,0.0032,0.0057,0.0165,0.0311,0.0078
6759.6,223,0.0107,0.0048,0.0026,0.0157,0.0311,0.0047
6769.6,224,0.0077,0.0048,0.0057,0.0174,0.0295,0.0047
6779.6,225,0.0107,0.0063,0.0072,0.0174,0.0311,0.0032
6789.6,226,0.0077,0.0063,0.0057,0.0165,0.0311,0.0062
6799.6,227,0.0061,0.0063,0.0026,0.0157,0.0280,0.0047
6809.6,228,0.0031,0.0048,-0.0004,0.0165,0.0295,0.0123
6819.6,229,0.0031,0.0063,-0.0004,0.0165,0.0280,0.0108
6829.6,230,0.0046,0.0063,-0.0004,0.0174,0.0280,0.0078
6839.6,231,0.0077,0.0063,0.0026,0.0174,0.0280,0.0047
6849.6,232,0.0122,0.0078,0.0011,0.0174,0.0295,0.0001
6859.6,233,0.0122,0.0078,0.0011,0.0174,0.0265,-0.0029
6869.6,234,0.0107,0.0093,-0.0004,0.0165,0.0265,-0.0029
6879.6,235,0.0122,0.0078,0.0011,0.0174,0.0250,-0.0029
6889.6,236,0.0138,0.0078,0.0011,0.0183,0.0280,0.0001
6899.6,237,0.0122,0.0078,0.0041,0.0183,0.0280,0.0093
6909.6,238,0.0153,0.0185,0.0103,0.0174,0.0250,0.0154
6919.6,239,0.0183,0.0231,0.0133,0.0174,0.0265,0.0184
6929.6,240,0.0275,0.0261,0.0164,0.0174,0.0265,0.0200
6939.6,241,0.0366,0.0277,0.0194,0.0174,0.0265,0.0230
6949.6,242,0.0382,0.0307,0.0225,0.0183,0.0265,0.0230
6959.6,243,0.0351,0.0338,0.0331,0.0183,0.0265,0.0246
6969.6,244,0.0290,0.0353,0.0347,0.0174,0.0265,0.0200
6979.6,245,0.0260,0.0322,0.0270,0.0174,0.0280,0.0169
6989.6,246,0.0260,0.0307,0.0225,0.0183,0.0250,0.0200
6999.6,247,0.0244,0.0307,0.0209,0.0183,0.0250,0.0215
7009.6,248,0.0229,0.0261,0.0164,0.0183,0.0265,0.0246
7019.6,249,0.0199,0.0246,0.0164,0.0183,0.0265,0.0154
7029.6,250,0.0183,0.0200,0.0164,0.0174,0.0265,0.0093
7039.6,251,0.0138,0.0139,0.0103,0.0174,0.0265,0.0078
7049.6,252,0.0031,0.0063,0.0057,0.0174,0.0250,0.0062
7059.6,253,-0.0076,-0.0013,-0.0004,0.0183,0.0250,0.0032
7069.6,254,-0.0107,-0.0105,-0.0035,0.0174,0.0250,-0.0014
7079.6,255,-0.0122,-0.0135,-0.0065,0.0174,0.0234,-0.0105
7089.6,0,-0.0183,-0.0135,-0.0081,0.0165,0.0204,-0.0182
7099.6,1,-0.0168,-0.0212,-0.0111,0.0174,0.0234,-0.0197
7109.6,2,-0.0229,-0.0242,-0.0172,0.0191,0.0219,-0.0258
7119.6,3,-0.0229,-0.0212,-0.0157,0.0165,0.0204,-0.0289
7129.6,4,-0.0213,-0.0197,-0.0203,0.0174,0.0173,-0.0258
7139.6,5,-0.0198,-0.0212,-0.0248,0.0174,0.0173,-0.0243
7149.6,6,-0.0168,-0.0212,-0.0294,0.0174,0.0189,-0.0182
7159.6,7,-0.0198,-0.0197,-0.0248,0.0174,0.0173,-0.0136
7169.6,8,-0.0229,-0.0197,-0.0187,0.0183,0.0143,-0.0166
7179.6,9,-0.0213,-0.0181,-0.0187,0.0165,0.0158,-0.0151
7189.6,10,-0.0183,-0.0181,-0.0187,0.0174,0.0158,-0.0136
7199.6,11,-0.0152,-0.0166,-0.0142,0.0174,0.0128,-0.0090
7209.6,12,-0.0137,-0.0105,-0.0065,0.0174,0.0143,-0.0075
7219.6,13,-0.0076,-0.0044,-0.0035,0.0183,0.0143,-0.0044
7229.6,14,-0.0015,0.0017,-0.0020,0.0183,0.0143,0.0032
7239.6,15,0.0000,0.0078,-0.0035,0.0183,0.0112,0.0078
7249.6,16,-0.0046,0.0093,-0.0035,0.0183,0.0143,0.0032
7259.6,17,0.0000,0.0109,0.0011,0.0174,0.0143,0.0032
7269.6,18,0.0061,0.0154,0.0041,0.0191,0.0128,0.0093
7279.6,19,0.0107,0.0154,0.0072,0.0183,0.0128,0.0078
7289.6,20,0.0138,0.0154,0.0072,0.0183,0.0128,0.0093
7299.6,21,0.0138,0.0139,0.0148,0.0183,0.0128,0.0123
7309.6,22,0.0199,0.0215,0.0194,0.0191,0.0128,0.0184
7319.6,23,0.0199,0.0246,0.0240,0.0183,0.0143,0.0276
7329.6,24,0.0229,0.0261,0.0347,0.0191,0.0158,0.0291
7339.6,25,0.0275,0.0307,0.0347,0.0174,0.0158,0.0276
7349.6,26,0.0260,0.0338,0.0316,0.0183,0.0143,0.0322
